-0.1615,-0.9065,-0.8265,-0.2845,-0.1535,17,31,8,0,5.72908125846784,6.25,9.64157905858742,12.5,16.2092440332434,18.75,20.8361668272658,25,29.1638331359517,31.25,33.7907559356444,37.5,40.3584209101414,43.75,44.2709187197788,50,0,-8.38419768490186,0,-17.8498167011928,0,-16.5959314633282,0,-7.47222512569272,0,-7.4722250756687,0,-16.5959314006929,0,-17.8498167653848,0,-8.3841977328299,0,0.0320283243025524,0.0231480678847779,0.0327854503850912,0,0.0335944729567845,0.00425630863720825,0.0336160537725154,0.0322909011213839,0.032944181525294,0.0335974620235525,0.0322723092765047,0.0616320542422527,0.0322938900945787,0.0658883633458745,0.0331029126672448,0.0427402952982124,0.0338600387483304,0.00966200534103839,0.00623477291028179,0.00478710991431525,0,-0.0133836104143523,-0.024483208372454,-0.0353556513129462,-0.0373469807419784,-0.0387047015654642,-0.0373469807012669,-0.0353556512428096,-0.024483208402467,-0.0133836104079178,0,0.00478710999838921,0.00623477297811998,0.00966200547724492,3,13,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,1,3,5,7,9,11,13,2,4,6,8,10,12,14,2,4,6,8,10,12,14,16,1,3,5,7,9,11,13,15,16,2,4,6,8,10,12,14,3,5,7,9,11,13,15
-0.6785,-0.6755,-0.2145,-0.7695,-0.1955,17,31,8,0,2.98366725429544,6.25,8.49899710468637,12.5,15.1774984064336,18.75,21.8163827731293,25,28.1836170954149,31.25,34.8225012477776,37.5,41.5010028829657,43.75,47.0163327754553,50,0,-8.97437274513526,0,-15.7873396719064,0,-9.59742659649145,0,-13.0856300944673,0,-13.0856299198174,0,-9.59742673515906,0,-15.7873396670861,0,-8.97437266918688,0,0.0132405448140802,0.00305229624894509,0.0136089205524878,0,0.0143632537236233,0.0130349600175893,0.0139856478882025,0.012618145560781,0.0131251310180038,0.0136321166086804,0.0122646141316625,0.0132153021227488,0.0118870082456347,0.0262502611883974,0.0126413414187337,0.0231979651751727,0.0130097171565857,0.00246962497033198,0.000944328022055059,-0.00211840020049756,0,-0.0111461683489692,-0.0142636857329717,-0.0169013603183417,-0.0174853587009808,-0.0188731213416976,-0.0174853588108606,-0.0169013603213938,-0.0142636857451001,-0.0111461681521954,0,-0.00211840029247092,0.000944327805890833,0.00246962458394611,3,13,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,1,3,5,7,9,11,13,2,4,6,8,10,12,14,2,4,6,8,10,12,14,16,1,3,5,7,9,11,13,15,16,2,4,6,8,10,12,14,3,5,7,9,11,13,15
-0.3935,-0.5535,-0.9725,-0.9125,-0.6605,17,31,8,0,4.22833454139904,6.25,9.41423151421282,12.5,14.2004820807899,18.75,21.4018636088833,25,28.5981364389569,31.25,35.7995180026391,37.5,40.5857685686603,43.75,45.7716652355947,50,0,-7.45744453770825,0,-14.2794967446986,0,-21.3903637760622,0,-20.7485573566569,0,-20.7485573999884,0,-21.3903636731861,0,-14.2794966378934,0,-7.45744488389622,0,-0.0184752111304436,-0.0100363709164168,-0.0178469733588336,0,-0.0168709517992739,-0.0183345634686386,-0.0167511227755214,-0.0172975800886296,-0.0170628238851229,-0.0168280666967279,-0.0173745249973937,-0.0157910834768006,-0.0172546959799679,-0.0341256466051257,-0.0162786744259689,-0.02408927656306,-0.015650436650389,-0.0163705388032088,-0.00957737099517626,-0.00718452619171384,0,-0.00416990406953728,-0.0114949427710351,-0.0179878585235739,-0.0200143263777342,-0.0219777954963419,-0.0200143262755498,-0.0179878583989247,-0.0114949425860993,-0.00416990404644475,0,-0.00718452584729682,-0.00957737025282107,-0.0163705380227173,3,13,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,1,3,5,7,9,11,13,2,4,6,8,10,12,14,2,4,6,8,10,12,14,16,1,3,5,7,9,11,13,15,16,2,4,6,8,10,12,14,3,5,7,9,11,13,15
-0.2795,-0.0575,-0.0765,-0.6635,-0.0905,17,31,8,0,5.82511576201086,6.25,12.5,12.8735269091298,17.243489834208,18.75,22.3395305859524,25,27.6604693493912,31.25,32.7565102933208,37.126473015414,37.5,43.75,44.1748845539337,50,0,-4.5869549134018,0,0,-2.35506509270062,-8.46423099608203,0,-9.5970778504568,0,-9.5970777591587,0,-8.4642307543297,-2.3550651229574,0,0,-4.58695490222296,0,-0.151797024611316,0.153852652700819,-0.15038992506073,-0.141216937377306,0,-0.136069862488848,-0.139473850008548,-0.138014862629908,-0.138404626326731,-0.138794396272918,-0.137335402629875,-0.140739395865584,-0.276809266079009,-0.135592315157859,-0.126419327521284,-0.430661926757029,-0.125012228043587,-0.871068955499938,-0.479480755157273,-0.450109332463236,-0.0302344345031841,0,-0.0659642148393401,-0.0681561852256514,-0.0692241506181027,-0.0700667194846674,-0.0692241522538321,-0.0681561890843638,-0.0659642197329321,0,-0.0302344415196691,-0.45010936979747,-0.479480815506173,-0.871069022582369,4,12,0,2,3,6,8,10,13,14,0,1,4,5,7,9,11,12,15,1,4,5,7,9,11,12,2,3,6,8,10,13,14,2,3,6,8,10,13,14,16,1,4,5,7,9,11,12,15,16,2,3,6,8,10,13,14,4,5,7,9,11,12,15
-0.5855,-0.9865,-0.7255,-0.8385,-0.1565,17,31,8,0,3.32576130349749,6.25,7.3477319166857,12.5,15.3910181835863,18.75,22.1468501871375,25,27.8531498082656,31.25,34.6089817488364,37.5,42.6522681248481,43.75,46.6742385771378,50,0,-9.36234344749977,0,-18.4368856269878,0,-19.6710087841375,0,-13.5376547449713,0,-13.5376547351794,0,-19.6710087673743,0,-18.4368855560287,0,-9.36234376294707,0,0.0146835053509293,0.00473324096791498,0.0150771018640035,0,0.0155846540236953,-0.00293813256975754,0.0150905668942552,0.0131884801232543,0.0138212362077693,0.0144539923670056,0.0125519055177046,0.0305806051463327,0.0120578183764031,0.0276424724831087,0.0125653705330562,0.0229092319619114,0.0129589670469954,0.00178862136199518,0.000237663201194396,-0.00277089231469863,0,-0.0133726827675196,-0.0213688693122387,-0.0326552337628568,-0.0364315441972274,-0.0378457269955805,-0.0364315442207899,-0.0326552337713941,-0.0213688693785656,-0.0133726827844137,0,-0.00277089233742406,0.000237663093643929,0.00178862138285806,3,13,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,1,3,5,7,9,11,13,2,4,6,8,10,12,14,2,4,6,8,10,12,14,16,1,3,5,7,9,11,13,15,16,2,4,6,8,10,12,14,3,5,7,9,11,13,15
-0.9795,-0.8005,-0.1355,-0.7155,-0.6915,17,31,8,0,2.57910070280835,6.25,7.71007843086924,12.5,13.1788035091618,18.75,19.9797589003348,25,30.0202409727035,31.25,36.8211965590991,37.5,42.2899209518774,43.75,47.4208994666786,50,0,-11.186899970492,0,-20.6878323409287,0,-10.721834713394,0,-15.4303773735391,0,-15.4303775496694,0,-10.7218348393419,0,-20.6878320808233,0,-11.1868993429035,0,0.0545090869954195,0.0202608538685568,0.0547645354503471,0,0.0552556768142089,0.053442327355568,0.0548606167780861,0.0530591317025223,0.0539418773118661,0.0548246247525965,0.0530231379094875,0.0544414278418752,0.0526280780848414,0.107883753077406,0.0531192195209968,0.0876228983170916,0.0533746679734682,0.0151031199261905,0.00935074714696869,-0.00114716184013528,0,-0.0244047641331441,-0.0282051748801425,-0.0314492991241447,-0.0313763747578505,-0.0332541569346953,-0.0313763735494076,-0.0314492971489813,-0.0282051720030795,-0.0244047614263501,0,-0.00114716038874577,0.00935074878367916,0.0151031209686829,3,13,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,1,3,5,7,9,11,13,2,4,6,8,10,12,14,2,4,6,8,10,12,14,16,1,3,5,7,9,11,13,15,16,2,4,6,8,10,12,14,3,5,7,9,11,13,15
-0.2545,-0.6265,-0.8495,-0.9745,-0.9165,17,31,8,0,4.78149167008908,6.25,9.05866084611534,12.5,13.9592699719944,18.75,20.9511571996254,25,29.0488425773077,31.25,36.0407300497675,37.5,40.9413391719898,43.75,45.2185081780579,50,0,-6.55304550178281,0,-13.4482060116482,0,-19.8888094501821,0,-23.6389642824612,0,-23.6389642908775,0,-19.8888094290698,0,-13.4482059821246,0,-6.55304573069873,0,-0.0170037228136906,-0.00806774490545116,-0.0161952508663887,0,-0.0152174889965359,-0.0129324960361698,-0.0151575965268909,-0.0157760689922749,-0.0154956210519249,-0.0152151730088271,-0.0158336455830363,-0.0180587458846241,-0.0157737531146527,-0.0309912418957711,-0.0147959912456368,-0.0229234973350071,-0.0139875193009012,-0.0159784640877788,-0.00725446766890757,-0.00559503922771666,0,-0.00328704291247931,-0.00929949104544635,-0.0139593026975011,-0.0155199897138725,-0.017756285194128,-0.015519989727346,-0.0139593027008796,-0.00929949101630868,-0.00328704290818428,0,-0.00559503915226947,-0.00725446736298259,-0.0159784639226894,3,13,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,1,3,5,7,9,11,13,2,4,6,8,10,12,14,2,4,6,8,10,12,14,16,1,3,5,7,9,11,13,15,16,2,4,6,8,10,12,14,3,5,7,9,11,13,15
-0.00249999999999995,-0.6355,-0.2055,-0.7885,-0.1975,17,31,8,0,6.03984308344887,6.25,10.5210805993302,12.5,16.9934668613691,18.75,22.3220887470081,25,27.6779111210823,31.25,33.0065332650561,37.5,39.4789196272009,43.75,43.9601569941763,50,0,-4.51158447341971,0,-10.8541714090633,0,-11.6370529951791,0,-12.6433773877469,0,-12.6433771932196,0,-11.6370528027488,0,-10.8541713333253,0,-4.51158435361318,0,-0.0060146755882663,0.00277884388638992,-0.00453133357524965,0,-0.00302132403754509,-0.0020606525142759,-0.0027257161118708,-0.00294075800211542,-0.00284106080326549,-0.00274136273167611,-0.00295640551873758,-0.00362146814173233,-0.00266079762379123,-0.00568212041809077,-0.00115078812179951,-0.00846096542110412,0.000332553911543564,-0.0173374111747017,-0.00183335208558481,-0.00216643918165627,0,-0.00471855834672873,-0.00843224039457722,-0.0115485940650816,-0.0128855467566497,-0.0141036390163865,-0.0128855468012202,-0.0115485940531219,-0.00843224044417057,-0.00471855833583593,0,-0.00216643841183542,-0.00183335140049252,-0.0173374104601837,3,13,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,1,3,5,7,9,11,13,2,4,6,8,10,12,14,2,4,6,8,10,12,14,16,1,3,5,7,9,11,13,15,16,2,4,6,8,10,12,14,3,5,7,9,11,13,15
-0.0435,-0.3975,-0.6965,-0.5415,-0.8945,17,31,8,0,6.19596665756391,6.25,10.2881669760588,12.5,15.1841686242794,18.75,21.9897059895259,25,28.0102939946032,31.25,34.8158313515527,37.5,39.7118330379621,43.75,43.8040333321245,50,0,-3.91965780149566,0,-10.1696692616238,0,-15.6401931678368,0,-17.261927510307,0,-17.261927526348,0,-15.6401931743276,0,-10.1696692387068,0,-3.91965781369508,0,-0.0175024157639069,-0.000195860535451753,-0.015750933863183,0,-0.0141900414249228,-0.012760456977048,-0.0138520805846493,-0.0141076627085036,-0.0139931728526142,-0.013878682888268,-0.014134265121786,-0.0152258886310409,-0.0137963042872033,-0.0279863455525305,-0.012235411848481,-0.0277904851700908,-0.0104839299502934,-0.0365460039404157,-0.00464122095556337,-0.00538955192665015,0,-0.00324705007914037,-0.00959775844915495,-0.0138114290072441,-0.0154441279571988,-0.0170645364170966,-0.0154441279478688,-0.01381142899028,-0.00959775842504122,-0.00324705006092286,0,-0.00538955185175118,-0.00464122083409937,-0.0365460037656935,3,13,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,1,3,5,7,9,11,13,2,4,6,8,10,12,14,2,4,6,8,10,12,14,16,1,3,5,7,9,11,13,15,16,2,4,6,8,10,12,14,3,5,7,9,11,13,15
-0.0225,-0.7045,-0.4005,-0.9295,-0.8805,17,31,8,0,5.90952215901637,6.25,9.74927126990815,12.5,16.5466130344148,18.75,21.0716373620375,25,28.9283627833015,31.25,33.4533870029943,37.5,40.2507287848064,43.75,44.0904778629474,50,0,-5.10347514275543,0,-12.228636922176,0,-15.1664434703652,0,-21.8141555537943,0,-21.8141554583732,0,-15.1664434134505,0,-12.2286368501718,0,-5.10347510534907,0,-0.0113613088597011,0.00193696922748471,-0.0100782957415368,0,-0.00887787141139758,-0.00427211804372626,-0.00885582277099555,-0.00926297921182791,-0.00906733100416124,-0.00887168227633277,-0.00927883923778239,-0.013862543398085,-0.00925679060316863,-0.018134661466997,-0.00805636627587629,-0.0200716309636095,-0.00677335315307653,-0.0213393779004631,-0.00270046299677553,-0.00282985921766381,0,-0.00431844929665031,-0.00817273786070736,-0.0110031556103478,-0.0120701136791945,-0.0141337953482547,-0.0120701136782099,-0.0110031556722723,-0.00817273793980003,-0.00431844930466993,0,-0.00282985901924111,-0.00270046283816177,-0.0213393774735027,3,13,0,2,4,6,8,10,12,14,0,1,3,5,7,9,11,13,15,1,3,5,7,9,11,13,2,4,6,8,10,12,14,2,4,6,8,10,12,14,16,1,3,5,7,9,11,13,15,16,2,4,6,8,10,12,14,3,5,7,9,11,13,15
