-0.29,-0.07,-0.63,-0.41,-0.93,19,35,9,0,4.71637266880009,5.55555555555556,10.9035280734528,11.1111111111111,14.6266573393704,16.6666666666667,20.6695179825014,22.2222222222222,25,27.7777777777778,29.3304819405046,33.3333333333333,35.3733425298792,38.8888888888889,39.0964716878011,44.4444444444444,45.2836268265673,50,0,-4.67801779465803,0,-6.55666765048907,0,-12.1313891235767,0,-13.9835191380867,0,-18.9166666666667,0,-13.983519227835,0,-12.1313892695284,0,-6.55666793078421,0,-4.67801803817583,0,-0.0272927030303943,-0.0076560127322702,-0.0266765338817338,0,-0.0251617035144012,-0.0220032813767682,-0.0247285683965387,-0.0235130605990534,-0.0247060692069899,-0.0247228372366814,-0.0247396020759202,-0.0259326134617529,-0.0247171028738533,-0.027442392432289,-0.0242839677301212,-0.0494456761110245,-0.0227691373830391,-0.0417896620499027,-0.0221529682005262,-0.0493672987017134,-0.0280960265039087,-0.0243288485416936,0,-0.00383202724333654,-0.0110613069334832,-0.0135371912728939,-0.0151083626187759,-0.0164251298318465,-0.0162663145324057,-0.0164251300817551,-0.015108363003985,-0.0135371922728626,-0.0110613081714918,-0.00383202850642699,0,-0.0243288526296984,-0.0280960289826875,-0.0493673060476876,3,15,0,2,4,6,8,10,12,14,16,0,1,3,5,7,9,11,13,15,17,1,3,5,7,9,11,13,15,2,4,6,8,10,12,14,16,2,4,6,8,10,12,14,16,18,1,3,5,7,9,11,13,15,17,18,2,4,6,8,10,12,14,16,3,5,7,9,11,13,15,17
-0.49,-0.31,-0.27,-0.69,-0.11,19,35,9,0,3.13539081670738,5.55555555555556,8.77251030103987,11.1111111111111,15.1864799202955,16.6666666666667,20.3771680226504,22.2222222222222,25,27.7777777777778,29.6228318966414,33.3333333333333,34.8135200774952,38.8888888888889,41.2274896077392,44.4444444444444,46.8646090895006,50,0,-6.43065315587292,0,-9.21090465457346,0,-8.85150519256513,0,-12.865201375766,0,-7.58333333333333,0,-12.8652013155221,0,-8.85150519484226,0,-9.21090460168095,0,-6.43065330564948,0,0.00501569125114676,0.00108040907271062,0.00531367343658308,0,0.00610919365927545,0.000180076142122335,0.00588983032850166,-0.00387201434902425,0.00542200585474889,0.00495082278630844,0.0044796397640242,0.0137736598851803,0.00401181529041918,0.00972156935889028,0.00379245197844146,0.00990164538779238,0.00458797221780732,0.00882123648951945,0.00488595440521716,0.00186512940004558,0.000920535867338721,-0.000119838242021333,0,-0.0048553897318555,-0.0101438384451872,-0.0126465625445815,-0.0163000226209162,-0.0209043250778153,-0.0223283789928893,-0.0209043250694166,-0.0163000226628289,-0.0126465624403741,-0.0101438383021521,-0.0048553896111168,0,-0.000119838314795835,0.000920535637762241,0.001865129110874,3,15,0,2,4,6,8,10,12,14,16,0,1,3,5,7,9,11,13,15,17,1,3,5,7,9,11,13,15,2,4,6,8,10,12,14,16,2,4,6,8,10,12,14,16,18,1,3,5,7,9,11,13,15,17,18,2,4,6,8,10,12,14,16,3,5,7,9,11,13,15,17
-0.21,-0.59,-0.77,-0.33,-0.69,19,35,9,0,4.66166660167353,5.55555555555556,8.67101362249884,11.1111111111111,13.5141384360917,16.6666666666667,18.7611351838852,22.2222222222222,25,27.7777777777778,31.2388648222171,33.3333333333333,36.4858621105944,38.8888888888889,41.3289864625159,44.4444444444444,45.3383330777475,50,0,-5.61045783183499,0,-11.7087577874301,0,-16.9755410241138,0,-12.3550214685723,0,-14.25,0,-12.3550214745107,0,-16.9755409093205,0,-11.7087576524182,0,-5.61045827374306,0,-0.00310172220130366,-0.00085395925851125,-0.00259391762259282,0,-0.00197870292771588,-0.011413867370702,-0.00199093922237395,-0.00312711959257352,-0.00242324580121383,-0.0026848744742537,-0.00294650398635922,-0.00224262943955493,-0.00337881057272324,0.00604411760821404,-0.00339104683886478,-0.00536975017627055,-0.00277583214576885,-0.00451579077538176,-0.00226802757213398,-0.00517958951562418,-0.00195551163412937,-0.00181437008375335,0,-0.00417053880797458,-0.0100044847549635,-0.0164939225337962,-0.0186891207607351,-0.0199877717334105,-0.0195805203224135,-0.019987771613719,-0.0186891204686075,-0.0164939221961272,-0.0100044841583337,-0.0041705386427511,0,-0.00181437014445825,-0.00195551160039135,-0.00517958976985381,3,15,0,2,4,6,8,10,12,14,16,0,1,3,5,7,9,11,13,15,17,1,3,5,7,9,11,13,15,2,4,6,8,10,12,14,16,2,4,6,8,10,12,14,16,18,1,3,5,7,9,11,13,15,17,18,2,4,6,8,10,12,14,16,3,5,7,9,11,13,15,17
-0.37,-0.73,-0.61,-0.91,-0.77,19,35,9,0,3.40021204600543,5.55555555555556,7.00822550008792,11.1111111111111,12.3295923402551,16.6666666666667,18.3577798946565,22.2222222222222,25,27.7777777777778,31.6422202429777,33.3333333333333,37.6704078046377,38.8888888888889,42.9917745174549,44.4444444444444,46.599787922081,50,0,-6.23389697597865,0,-12.348048001161,0,-16.615880273839,0,-19.7934247917756,0,-20.4166666666667,0,-19.7934246691924,0,-16.615880261677,0,-12.3480479746007,0,-6.23389703346678,0,-0.00545067319445864,-0.00305632301582915,-0.00511732348109581,0,-0.0046985571815614,-0.00468022661604485,-0.00492971923895348,-0.00630983401285626,-0.00544381808151005,-0.00575086036286317,-0.00605790278711272,-0.00519188672095279,-0.00657200162960332,-0.00682149409190652,-0.00680316367877787,-0.0115017208093862,-0.00638439738007924,-0.00844539783194574,-0.00605104766666178,-0.00512578473645428,-0.002806253565582,-0.00205489677545876,0,-0.00289350169734594,-0.00621385124961073,-0.0093426589460096,-0.0107436114963308,-0.0129958698118231,-0.0128171702886142,-0.0129958698430796,-0.0107436115480815,-0.0093426589862404,-0.00621385121427545,-0.0028935016829193,0,-0.00205489676016302,-0.00280625352887574,-0.00512578470214403,3,15,0,2,4,6,8,10,12,14,16,0,1,3,5,7,9,11,13,15,17,1,3,5,7,9,11,13,15,2,4,6,8,10,12,14,16,2,4,6,8,10,12,14,16,18,1,3,5,7,9,11,13,15,17,18,2,4,6,8,10,12,14,16,3,5,7,9,11,13,15,17
-0.93,-0.75,-0.83,-0.19,-0.39,19,35,9,0,2.15683792940295,5.18857953528673,5.55555555555556,11.1111111111111,13.0452964215774,16.6666666666667,18.0079819505933,22.2222222222222,25,27.7777777777778,31.9920179145893,33.3333333333333,36.9547033852492,38.8888888888889,44.4444444444444,44.8114206862805,47.8431619769118,50,0,-9.08968647144604,-17.9119149203551,0,0,-19.3677374049987,0,-11.6967978218108,0,-8.08333333333333,0,-11.6967975313784,0,-19.3677373288775,0,0,-17.9119144824543,-9.08968682172372,0,0.054105450808245,0.0246757647418013,0,0.0542504689426761,0.0544149830640746,-0.00580592005395105,0.053884397766606,0.0431113028754367,0.0525573291229028,0.0514378637478621,0.0503183986148574,0.0597644236598062,0.0489913299107297,0.108681648527968,0.0484607445778897,0.0486252586881903,0.102875727083413,0.0781999644718518,0.048770276823332,0.0134000670660715,0.00750244222329006,0,-0.00337544401740495,-0.0246084907034308,-0.0346747690790973,-0.0563802773584875,-0.0624714568103529,-0.0699043762855784,-0.0719792974871736,-0.0699043765063635,-0.0624714578010309,-0.0563802782862941,-0.0346747702714012,-0.0246084913851526,-0.00337544464596571,0,0.00750244145605515,0.0134000666657763,2,16,0,3,4,6,8,10,12,14,15,0,1,2,5,7,9,11,13,16,17,1,2,5,7,9,11,13,16,3,4,6,8,10,12,14,15,3,4,6,8,10,12,14,15,18,1,2,5,7,9,11,13,16,17,18,3,4,6,8,10,12,14,15,2,5,7,9,11,13,16,17
-0.53,-0.35,-0.13,-0.25,-0.45,19,35,9,0,2.78617225733809,5.55555555555556,7.73269146161608,11.1111111111111,12.9268689809495,16.6666666666667,19.2063866917166,22.2222222222222,25,27.7777777777778,30.793613197593,33.3333333333333,37.0731309230156,38.8888888888889,42.2673084325615,44.4444444444444,47.213827731877,50,0,-6.34554775752714,0,-10.3609421022693,0,-5.80589151292351,0,-5.9779674749839,0,-9.58333333333333,0,-5.97796755469601,0,-5.80589143697153,0,-10.3609420604747,0,-6.34554777755293,0,0.01643483360241,0.00569474514648843,0.0167031780116938,0,0.017287726507426,0.0114199022398477,0.0168817242140252,0.0125204065170569,0.0154630826970586,0.0149244526878846,0.0143858222793122,0.0173284986518171,0.0129671807880957,0.0184290026979689,0.0125611785081081,0.0298489047781667,0.0131457270186826,0.0241541597939562,0.0134140714281582,0.00989565158860796,0.00608931375228205,0.00171579968743854,0,-0.0096514583471962,-0.012975532554482,-0.0185870926774295,-0.0212391174879516,-0.0224110723417496,-0.0209748088493595,-0.0224110721756622,-0.0212391172546014,-0.0185870923085079,-0.0129755323385374,-0.00965145804214165,0,0.00171579979730967,0.0060893137763465,0.00989565157328789,3,15,0,2,4,6,8,10,12,14,16,0,1,3,5,7,9,11,13,15,17,1,3,5,7,9,11,13,15,2,4,6,8,10,12,14,16,2,4,6,8,10,12,14,16,18,1,3,5,7,9,11,13,15,17,18,2,4,6,8,10,12,14,16,3,5,7,9,11,13,15,17
-0.33,-0.77,-0.45,-0.49,-0.07,19,35,9,0,3.76831031672984,5.55555555555556,7.57225654648835,11.1111111111111,13.4463902345337,16.6666666666667,19.860851757697,22.2222222222222,25,27.7777777777778,30.1391484779375,33.3333333333333,36.5536099029341,38.8888888888889,42.4277435351604,44.4444444444444,46.2316899574231,50,0,-6.4480825139594,0,-12.8736078924492,0,-14.0930668592925,0,-10.4611444918873,0,-5.25,0,-10.4611447010317,0,-14.0930669850475,0,-12.8736077716996,0,-6.44808203244829,0,0.0216070427164346,0.0105155608375836,0.0219642084434145,0,0.0224194321004767,-0.00377226161781125,0.0221723261672127,0.00687606408983417,0.021276551289219,0.0202466463308793,0.0192167414613769,0.0336172290531077,0.0183209666080252,0.0442655546291756,0.0180738606771523,0.0404932922801702,0.0185290843307319,0.0299777308323995,0.0188862500583986,0.0105053860298454,0.00512563197852084,0.00195928521123164,0,-0.0108773425375803,-0.0184213971405795,-0.0286338058460921,-0.0353566487666438,-0.0426048996698157,-0.0450099939067497,-0.0426048997364908,-0.0353566483882191,-0.028633805829836,-0.0184213968464646,-0.010877342538864,0,0.00195928505234889,0.00512563224199017,0.0105053857407834,3,15,0,2,4,6,8,10,12,14,16,0,1,3,5,7,9,11,13,15,17,1,3,5,7,9,11,13,15,2,4,6,8,10,12,14,16,2,4,6,8,10,12,14,16,18,1,3,5,7,9,11,13,15,17,18,2,4,6,8,10,12,14,16,3,5,7,9,11,13,15,17
-0.15,-0.23,-0.09,-0.35,-0.49,19,35,9,0,4.80594392873867,5.55555555555556,10.3106767587517,11.1111111111111,15.8979958580471,16.6666666666667,20.0730432756003,22.2222222222222,25,27.7777777777778,29.92695665729,33.3333333333333,34.1020040322526,38.8888888888889,39.6893230929634,44.4444444444444,45.1940561155414,50,0,-3.21667353489271,0,-4.59543759528463,0,-4.33479296291713,0,-8.32272107794428,0,-11.0833333333333,0,-8.32272114446006,0,-4.33479303063142,0,-4.59543757275315,0,-3.21667351036877,0,-0.00735531987701736,-0.00153079105785094,-0.00644220499983244,0,-0.00443856833053471,-0.00168300962257659,-0.00400280991008492,-0.00429773681058013,-0.00413887980283948,-0.00424922390571967,-0.00435956794230097,-0.00420071106912282,-0.00449563782063477,-0.00681543854693958,-0.00405987937315307,-0.00849844827240073,-0.00205624265458996,-0.00696765703840413,-0.00114312777885653,-0.0211927380229192,-0.0104341463495889,-0.0090630927752447,0,-0.000744510915291443,-0.000650724617532009,-0.00138464740239031,-0.00299845185144228,-0.00381071460692033,-0.00352391943550404,-0.00381071454126012,-0.00299845175952671,-0.00138464719540305,-0.000650724354803215,-0.000744510970149199,0,-0.0090630937947681,-0.0104341475533634,-0.0211927398483723,3,15,0,2,4,6,8,10,12,14,16,0,1,3,5,7,9,11,13,15,17,1,3,5,7,9,11,13,15,2,4,6,8,10,12,14,16,2,4,6,8,10,12,14,16,18,1,3,5,7,9,11,13,15,17,18,2,4,6,8,10,12,14,16,3,5,7,9,11,13,15,17
-0.83,-0.69,-0.55,-0.89,-0.85,19,35,9,0,2.08430435904703,4.91246825125276,5.55555555555556,11.1111111111111,11.1963335531579,16.6666666666667,17.9392245971525,22.2222222222222,25,27.7777777777778,32.0607754318056,33.3333333333333,38.8036664050346,38.8888888888889,44.4444444444444,45.0875314857807,47.9156956090306,50,0,-7.88223647918679,-15.5184936593435,0,0,-16.4525865510436,0,-18.5650758297677,0,-21.5833333333333,0,-18.5650757959484,0,-16.452586525043,0,0,-15.5184941673251,-7.88223658705889,0,0.00172738154295098,-0.000547382427595468,0,0.00188899048292566,0.00205712971113444,-0.000914742756700126,0.00151861517650109,-0.00143412659694901,0.000639320625707128,0.000200514782738383,-0.000238289846732345,0.0018351562178532,-0.00111758438296045,0.00131577239162566,-0.00165609888798807,-0.00148795964457056,0.000401030331125925,0.000948413053608262,-0.00132635070433244,-0.00144643698946866,-0.00108832201661257,0,-0.00201347197760142,-0.00694041554511015,-0.0103413359157414,-0.0144575789154799,-0.0158144401731324,-0.0170663637062341,-0.015542049335052,-0.0170663637057303,-0.0158144402939686,-0.0144575789768972,-0.0103413362276505,-0.00694041560204131,-0.0020134720027443,0,-0.00108832217459178,-0.0014464372161265,2,16,0,3,4,6,8,10,12,14,15,0,1,2,5,7,9,11,13,16,17,1,2,5,7,9,11,13,16,3,4,6,8,10,12,14,15,3,4,6,8,10,12,14,15,18,1,2,5,7,9,11,13,16,17,18,3,4,6,8,10,12,14,15,2,5,7,9,11,13,16,17
-0.41,-0.05,-0.81,-0.55,-0.89,19,35,9,0,3.93216342276929,5.55555555555556,10.4407654106548,11.1111111111111,13.6659955261542,16.6666666666667,18.9508953802638,22.2222222222222,25,27.7777777777778,31.0491046831792,33.3333333333333,36.3340043460669,38.8888888888889,39.5592345082155,44.4444444444444,46.0678365148111,50,0,-5.8309403332097,0,-7.35023148209463,0,-13.6255776074667,0,-16.3080132600589,0,-19.4166666666667,0,-16.3080132759934,0,-13.6255778830547,0,-7.35023157463536,0,-5.83094038652915,0,-0.0294656125537428,-0.00602801176970446,-0.0290534707507006,0,-0.0277791439739786,-0.0244597803656421,-0.0274111113365174,-0.0269145612665754,-0.027414124460665,-0.0274668746043136,-0.0275196233375704,-0.0280191877719472,-0.0275226364530214,-0.0304739684274298,-0.0271546038203024,-0.0549337505733683,-0.0258802770461328,-0.0489057381267245,-0.0254681352403169,-0.0457262252196107,-0.0287952816791075,-0.021817131677894,0,-0.0023733490785358,-0.00963396854045674,-0.0123214158682185,-0.0142353281209721,-0.0158562542434839,-0.0156529678901334,-0.0158562543754858,-0.0142353284379447,-0.0123214163029888,-0.00963396906776658,-0.00237334935228799,0,-0.0218171336371916,-0.0287952839149169,-0.0457262289969417,3,15,0,2,4,6,8,10,12,14,16,0,1,3,5,7,9,11,13,15,17,1,3,5,7,9,11,13,15,2,4,6,8,10,12,14,16,2,4,6,8,10,12,14,16,18,1,3,5,7,9,11,13,15,17,18,2,4,6,8,10,12,14,16,3,5,7,9,11,13,15,17
