-0.9125,-0.6625,-0.0725,-0.0575,-0.2925,11,19,5,0,4.47102686105594,10,12.97487682884,20,25,30,37.0251230967142,40,45.5289729746471,50,0,-15.5592994705334,0,-8.11119102298072,0,-5.33333333333333,0,-8.11119085535265,0,-15.5592998253519,0,-0.0101165268692463,0.028085506018295,-0.00958967054319493,0,-0.00598434645501548,-0.00445030719647546,-0.00291626785809655,-0.0089006143479381,0.000689056338247365,-0.0369861235119399,0.00121591267164457,-0.0423552534383858,-0.0281644533153927,-0.00858007746941764,0,0.00283388809958405,0.00507226623596695,0.00283388809880288,0,-0.00858007776397297,-0.0281644543041715,-0.0423552556108809,3,7,0,2,4,6,8,0,1,3,5,7,9,1,3,5,7,2,4,6,8,2,4,6,8,10,1,3,5,7,9,10,2,4,6,8,3,5,7,9
-0.2175,-0.5975,-0.5425,-0.5575,-0.6675,11,19,5,0,6.52908603384286,10,14.6807486034834,20,25,30,35.3192517151388,40,43.470914058568,50,0,-8.36959441925273,0,-13.8685524335653,0,-15.8333333333333,0,-13.8685524712199,0,-8.36959428731076,0,-0.00721785985935976,-0.00292008585256186,-0.00578757369348644,0,-0.00322791084614621,-0.0024148755157363,-0.00160184113141178,-0.0048297509849853,0.000957821624732577,-0.00190966552825962,0.00238810779290968,-0.0144426352352886,-0.00795933451937756,-0.00604940666642544,0,-0.00244722911001036,-0.00279197742851099,-0.00244722917322455,0,-0.00604940598611251,-0.00795933354216161,-0.0144426336849875,3,7,0,2,4,6,8,0,1,3,5,7,9,1,3,5,7,2,4,6,8,2,4,6,8,10,1,3,5,7,9,10,2,4,6,8,3,5,7,9
-0.3525,-0.4575,-0.4025,-0.1175,-0.1775,11,19,5,0,6.2678593896633,10,15.8375542407373,20,25,30,34.162445789761,40,43.7321409163198,50,0,-8.76149690504016,0,-8.30521499538188,0,-4,0,-8.30521502572697,0,-8.76149662658551,0,-0.0253891214103929,0.00380057782875938,-0.0240774776637689,0,-0.0192924400044366,-0.0152788116267713,-0.0112651833104918,-0.0305576232941252,-0.00648014568210852,-0.0343582000013624,-0.00516850195782982,-0.0605601932023777,-0.0366922972074274,-0.0226395802849156,0,0.0102998812884074,0.0192157529690168,0.0102998813370777,0,-0.0226395799628587,-0.036692297702929,-0.0605601923402394,3,7,0,2,4,6,8,0,1,3,5,7,9,1,3,5,7,2,4,6,8,2,4,6,8,10,1,3,5,7,9,10,2,4,6,8,3,5,7,9
-0.6125,-0.4425,-0.4825,-0.4475,-0.9025,11,19,5,0,4.81941725070258,10,15.9714000524008,20,25,30,34.0286000301072,40,45.1805829026959,50,0,-10.9997897079656,0,-11.7163965974494,0,-18.75,0,-11.716396596715,0,-10.9997895007523,0,-0.0132187005394538,0.000474345560124822,-0.0124153869661047,0,-0.00898160320425047,-0.00810573002093466,-0.00722985731487657,-0.016211459960166,-0.00379607357863014,-0.016685805217644,-0.00299276001571713,-0.0294941488029364,-0.0208701697981256,-0.0122301722047085,0,-0.00183836790811458,-0.00518506944357216,-0.00183836795354554,0,-0.0122301717190491,-0.0208701691631928,-0.0294941476308539,3,7,0,2,4,6,8,0,1,3,5,7,9,1,3,5,7,2,4,6,8,2,4,6,8,10,1,3,5,7,9,10,2,4,6,8,3,5,7,9
-0.3475,-0.5425,-0.0425,-0.2975,-0.9375,11,19,5,0,8.59832922057348,10,18.5427172879446,20,25,30,31.4572827316869,40,41.401670692614,50,0,-10.400146951595,0,-6.24714577897817,0,-18.1666666666667,0,-6.24714574726281,0,-10.4001469580891,0,-0.0673209005893516,0.0534646560265946,-0.0658050738851264,0,-0.0578557694882834,-0.0565625056639542,-0.0552692425817222,-0.113125011318019,-0.0473199381560456,-0.166589667617237,-0.0458041114374625,-0.226384941265806,-0.122360146979244,-0.10349306778307,0,0.00569146625622844,-0.0136244416943413,0.00569146637640352,0,-0.103493067088684,-0.122360145224872,-0.226384940147357,3,7,0,2,4,6,8,0,1,3,5,7,9,1,3,5,7,2,4,6,8,2,4,6,8,10,1,3,5,7,9,10,2,4,6,8,3,5,7,9
-0.4425,-0.2275,-0.6175,-0.0175,-0.1825,11,19,5,0,7.12819971915248,10,16.8167144255204,20,25,30,33.1832855546328,40,42.8718002357872,50,0,-8.72597464065185,0,-9.13726688502076,0,-3.16666666666667,0,-9.1372668503689,0,-8.72597464583782,0,-0.045207304417997,-0.000322407918783263,-0.0437095490919437,0,-0.0389672888257788,-0.0330470535408998,-0.0271268181941335,-0.0660941069788593,-0.0223845579020194,-0.0657716992725605,-0.0208868025673883,-0.0951265334574818,-0.0550158945358875,-0.0389596086406547,0,0.0159419124955934,0.0335886996909543,0.0159419124237207,0,-0.0389596088841447,-0.055015894612733,-0.0951265339382975,3,7,0,2,4,6,8,0,1,3,5,7,9,1,3,5,7,2,4,6,8,2,4,6,8,10,1,3,5,7,9,10,2,4,6,8,3,5,7,9
-0.7625,-0.4225,-0.6025,-0.9675,-0.9925,11,19,5,0,4.53961755182618,10,15.3147295650609,20,25,30,34.685270882255,40,45.4603823566012,50,0,-12.7226825003343,0,-16.2332688570794,0,-24.5833333333333,0,-16.2332682176639,0,-12.7226826485214,0,-0.0120807618000255,-0.00350641080271925,-0.0114265542724839,0,-0.00909654944997547,-0.00850197282538761,-0.00790739956808043,-0.0170039459659921,-0.0055773947548396,-0.0134975365848762,-0.00492318722172125,-0.0214782999910088,-0.0156268193882213,-0.00989695121337994,0,-0.00300590812031262,-0.00613279871787282,-0.00300590812052751,0,-0.00989694984657829,-0.0156268173261221,-0.0214782974124873,3,7,0,2,4,6,8,0,1,3,5,7,9,1,3,5,7,2,4,6,8,2,4,6,8,10,1,3,5,7,9,10,2,4,6,8,3,5,7,9
-0.5075,-0.7375,-0.9925,-0.9875,-0.2125,11,19,5,0,6.46786434375836,10,17.1295215241025,20,25,30,32.8704792832697,40,43.5321354035088,50,0,-13.8822463880031,0,-24.3018180251093,0,-11.75,0,-24.3018181443807,0,-13.8822467983264,0,-0.0349122507144253,-0.0187572736751487,-0.0340580181680036,0,-0.0322277705072014,-0.0305590291167986,-0.0288902902308503,-0.0611180549812376,-0.0270600427008569,-0.0423607840530294,-0.0262058101463048,-0.033291791949373,-0.0223475403094151,-0.0172346893068555,0,0.00712484164492104,0.0126170896049483,0.00712484246886248,0,-0.0172346860951211,-0.0223475358430908,-0.0332917862136185,3,7,0,2,4,6,8,0,1,3,5,7,9,1,3,5,7,2,4,6,8,2,4,6,8,10,1,3,5,7,9,10,2,4,6,8,3,5,7,9
-0.2575,-0.7325,-0.5525,-0.5175,-0.2725,11,19,5,0,6.4040551568792,10,14.8926411359901,20,25,30,35.1073589753548,40,43.5959446623194,50,0,-9.77753418818126,0,-14.4321829306631,0,-8.83333333333333,0,-14.4321829907724,0,-9.7775344948533,0,-0.0110945531187088,-0.00426297525615169,-0.00989367016437531,0,-0.00738013372652231,-0.00585683533172297,-0.00433353712858525,-0.0117136706614826,-0.00182000072949167,-0.00745069556435789,-0.000619117778920127,-0.0188945804592578,-0.0113577414207047,-0.00813047825745825,0,0.00166652577429606,0.00425068544798628,0.00166652582132602,0,-0.00813047811663335,-0.0113577411198548,-0.0188945801812892,3,7,0,2,4,6,8,0,1,3,5,7,9,1,3,5,7,2,4,6,8,2,4,6,8,10,1,3,5,7,9,10,2,4,6,8,3,5,7,9
-0.3025,-0.8175,-0.5825,-0.0125,-0.0175,11,19,5,0,7.29872411562949,10,16.1318889270601,20,25,30,33.8681108803204,40,42.7012760477947,50,0,-12.7306001371629,0,-10.6655191852059,0,-0.416666666666667,0,-10.6655187456604,0,-12.7305998397734,0,-1.99269421448479,0.389502811657095,-1.99164304430875,0,-1.98781575036184,-1.94734215951675,-1.90686856683988,-3.89468427782457,-1.90304127266901,-4.28418712456832,-1.90199010249195,-3.02919481593282,-1.65985564772625,-1.15163061244561,0,0.726653487287335,1.67008126696704,0.726653466542268,0,-1.15163067321254,-1.65985574999067,-3.02919491710946,3,7,0,2,4,6,8,0,1,3,5,7,9,1,3,5,7,2,4,6,8,2,4,6,8,10,1,3,5,7,9,10,2,4,6,8,3,5,7,9
